PC4;Woonplaatscode;Woonplaats;Gemeentecode;Gemeente;Provincie;Veiligheidsregio;Politie-eenheid;Omgevingsdienst
2023;2907;Haarlem;0392;Haarlem;Noord-Holland;Kennemerland;Noord-Holland;IJmond
2024;2907;Haarlem;0392;Haarlem;Noord-Holland;Kennemerland;Noord-Holland;IJmond
2025;2907;Haarlem;0392;Haarlem;Noord-Holland;Kennemerland;Noord-Holland;IJmond
2026;2907;Haarlem;0392;Haarlem;Noord-Holland;Kennemerland;Noord-Holland;IJmond
2031;2907;Haarlem;0392;Haarlem;Noord-Holland;Kennemerland;Noord-Holland;IJmond
2032;2907;Haarlem;0392;Haarlem;Noord-Holland;Kennemerland;Noord-Holland;IJmond
2033;2907;Haarlem;0392;Haarlem;Noord-Holland;Kennemerland;Noord-Holland;IJmond
2034;2907;Haarlem;0392;Haarlem;Noord-Holland;Kennemerland;Noord-Holland;IJmond
2035;2907;Haarlem;0392;Haarlem;Noord-Holland;Kennemerland;Noord-Holland;IJmond
2036;2907;Haarlem;0392;Haarlem;Noord-Holland;Kennemerland;Noord-Holland;IJmond
2037;2907;Haarlem;0392;Haarlem;Noord-Holland;Kennemerland;Noord-Holland;IJmond
2063;2908;Spaarndam gem. Haarlem;0392;Haarlem;Noord-Holland;Kennemerland;Noord-Holland;IJmond
2065;2641;Haarlemmerliede;0393;Haarlemmerliede en Spaarnwoude;Noord-Holland;Kennemerland;Noord-Holland;IJmond
1165;2643;Halfweg;0393;Haarlemmerliede en Spaarnwoude;Noord-Holland;Kennemerland;Noord-Holland;IJmond
2064;3534;Spaarndam;0393;Haarlemmerliede en Spaarnwoude;Noord-Holland;Kennemerland;Noord-Holland;IJmond
1436;1600;Aalsmeerderbrug;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
2157;1608;Abbenes;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
1171;1617;Badhoevedorp;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
2144;1610;Beinsdorp;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
2143;1615;Boesingheliede;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
2158;1607;Buitenkaag;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
2154;1603;Burgerveen;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
2142;1612;Cruquius;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
2131;1597;Hoofddorp;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
2132;1597;Hoofddorp;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
2133;1597;Hoofddorp;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
2134;1597;Hoofddorp;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
2135;1597;Hoofddorp;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
2155;1605;Leimuiderbrug;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
1175;1616;Lijnden;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
2165;1609;Lisserbroek;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
2151;1602;Nieuw-Vennep;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
2152;1602;Nieuw-Vennep;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
2153;1602;Nieuw-Vennep;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
1438;1599;Oude Meer;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
1435;1601;Rijsenhout;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
1437;1598;Rozenburg;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
1117;1618;Schiphol;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
1118;1618;Schiphol;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
2131;1618;Schiphol;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
1119;1604;Schiphol-Rijk;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
2141;1613;Vijfhuizen;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
2156;1606;Weteringbrug;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
2136;1611;Zwaanshoek;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
1161;1614;Zwanenburg;0394;Haarlemmermeer;Noord-Holland;Kennemerland;Noord-Holland;Noordzeekanaalgebied
4744;1249;Bosschenhoofd;1655;Halderberge;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4731;1250;Hoeven;1655;Halderberge;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4741;1250;Hoeven;1655;Halderberge;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4751;1248;Oud Gastel;1655;Halderberge;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4731;1246;Oudenbosch;1655;Halderberge;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4754;1247;Stampersgat;1655;Halderberge;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
7784;1537;Ane;0160;Hardenberg;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
7788;1538;Anerveen;0160;Hardenberg;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
7785;1539;Anevelde;0160;Hardenberg;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
7707;1540;Balkbrug;0160;Hardenberg;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
7691;1541;Bergentheim;0160;Hardenberg;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
7696;1542;Brucht;0160;Hardenberg;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
7695;3609;Bruchterveld;0160;Hardenberg;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
7798;1544;Collendoorn;0160;Hardenberg;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
7781;1545;De Krim;0160;Hardenberg;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
7782;1545;De Krim;0160;Hardenberg;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
7701;1546;Dedemsvaart;0160;Hardenberg;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
