PC4;Woonplaatscode;Woonplaats;Gemeentecode;Gemeente;Provincie;Veiligheidsregio;Politie-eenheid;Omgevingsdienst
5171;3053;Loon op Zand;0809;Loon op Zand;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
5175;3053;Loon op Zand;0809;Loon op Zand;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
3405;1958;Benschop;0331;Lopik;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
3413;1959;Jaarsveld;0331;Lopik;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
3411;1960;Lopik;0331;Lopik;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
3412;1961;Lopikerkapel;0331;Lopik;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
3415;1962;Polsbroek;0331;Lopik;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
9913;3444;Eenum;0024;Loppersum;Groningen;Groningen;Noord-Nederland;Groningen
9793;3445;Garrelsweer;0024;Loppersum;Groningen;Groningen;Noord-Nederland;Groningen
9918;3445;Garrelsweer;0024;Loppersum;Groningen;Groningen;Noord-Nederland;Groningen
9923;3446;Garsthuizen;0024;Loppersum;Groningen;Groningen;Noord-Nederland;Groningen
9992;3447;Huizinge;0024;Loppersum;Groningen;Groningen;Noord-Nederland;Groningen
9912;3448;Leermens;0024;Loppersum;Groningen;Groningen;Noord-Nederland;Groningen
9793;3449;Loppersum;0024;Loppersum;Groningen;Groningen;Noord-Nederland;Groningen
9794;3449;Loppersum;0024;Loppersum;Groningen;Groningen;Noord-Nederland;Groningen
9919;3449;Loppersum;0024;Loppersum;Groningen;Groningen;Noord-Nederland;Groningen
9991;3450;Middelstum;0024;Loppersum;Groningen;Groningen;Noord-Nederland;Groningen
9911;3451;Oosterwijtwerd;0024;Loppersum;Groningen;Groningen;Noord-Nederland;Groningen
9924;3452;Startenhuizen;0024;Loppersum;Groningen;Groningen;Noord-Nederland;Groningen
9921;3453;Stedum;0024;Loppersum;Groningen;Groningen;Noord-Nederland;Groningen
9915;3458;'t Zandt;0024;Loppersum;Groningen;Groningen;Noord-Nederland;Groningen
9994;3454;Toornwerd;0024;Loppersum;Groningen;Groningen;Noord-Nederland;Groningen
9922;3455;Westeremden;0024;Loppersum;Groningen;Groningen;Noord-Nederland;Groningen
9993;3456;Westerwijtwerd;0024;Loppersum;Groningen;Groningen;Noord-Nederland;Groningen
9917;3457;Wirdum Gn;0024;Loppersum;Groningen;Groningen;Noord-Nederland;Groningen
9912;3459;Zeerijp;0024;Loppersum;Groningen;Groningen;Noord-Nederland;Groningen
9914;3459;Zeerijp;0024;Loppersum;Groningen;Groningen;Noord-Nederland;Groningen
9987;3460;Zijldijk;0024;Loppersum;Groningen;Groningen;Noord-Nederland;Groningen
7588;1711;Beuningen;0168;Losser;Overijssel;Twente;Oost-Nederland;RUD Twente
7587;1714;de Lutte;0168;Losser;Overijssel;Twente;Oost-Nederland;RUD Twente
7585;1712;Glane;0168;Losser;Overijssel;Twente;Oost-Nederland;RUD Twente
7581;1713;Losser;0168;Losser;Overijssel;Twente;Oost-Nederland;RUD Twente
7582;1713;Losser;0168;Losser;Overijssel;Twente;Oost-Nederland;RUD Twente
7586;1715;Overdinkel;0168;Losser;Overijssel;Twente;Oost-Nederland;RUD Twente
5335;1623;Alem;0263;Maasdriel;Gelderland;Gelderland-Zuid;Oost-Nederland;Rivierenland
5324;1624;Ammerzoden;0263;Maasdriel;Gelderland;Gelderland-Zuid;Oost-Nederland;Rivierenland
5321;1625;Hedel;0263;Maasdriel;Gelderland;Gelderland-Zuid;Oost-Nederland;Rivierenland
6624;1626;Heerewaarden;0263;Maasdriel;Gelderland;Gelderland-Zuid;Oost-Nederland;Rivierenland
5333;1627;Hoenzadriel;0263;Maasdriel;Gelderland;Gelderland-Zuid;Oost-Nederland;Rivierenland
5327;1628;Hurwenen;0263;Maasdriel;Gelderland;Gelderland-Zuid;Oost-Nederland;Rivierenland
5311;1629;Kerkdriel;0263;Maasdriel;Gelderland;Gelderland-Zuid;Oost-Nederland;Rivierenland
5331;1629;Kerkdriel;0263;Maasdriel;Gelderland;Gelderland-Zuid;Oost-Nederland;Rivierenland
5328;1630;Rossum;0263;Maasdriel;Gelderland;Gelderland-Zuid;Oost-Nederland;Rivierenland
5334;1631;Velddriel;0263;Maasdriel;Gelderland;Gelderland-Zuid;Oost-Nederland;Rivierenland
5325;1632;Well;0263;Maasdriel;Gelderland;Gelderland-Zuid;Oost-Nederland;Rivierenland
6099;1918;Beegden;1641;Maasgouw;Limburg;Limburg-Noord;Limburg;Limburg-Noord
6097;1917;Heel;1641;Maasgouw;Limburg;Limburg-Noord;Limburg;Limburg-Noord
6067;1921;Linne;1641;Maasgouw;Limburg;Limburg-Noord;Limburg;Limburg-Noord
6051;1920;Maasbracht;1641;Maasgouw;Limburg;Limburg-Noord;Limburg;Limburg-Noord
6109;1923;Oh‚ en Laak;1641;Maasgouw;Limburg;Limburg-Noord;Limburg;Limburg-Noord
6107;1922;Stevensweert;1641;Maasgouw;Limburg;Limburg-Noord;Limburg;Limburg-Noord
6017;1916;Thorn;1641;Maasgouw;Limburg;Limburg-Noord;Limburg;Limburg-Noord
6019;1919;Wessem;1641;Maasgouw;Limburg;Limburg-Noord;Limburg;Limburg-Noord
3141;1069;Maassluis;0556;Maassluis;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;DCMR
3142;1069;Maassluis;0556;Maassluis;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;DCMR
3143;1069;Maassluis;0556;Maassluis;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;DCMR
3144;1069;Maassluis;0556;Maassluis;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;DCMR
3145;1069;Maassluis;0556;Maassluis;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;DCMR
3146;1069;Maassluis;0556;Maassluis;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;DCMR
3147;1069;Maassluis;0556;Maassluis;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;DCMR
6211;1406;Maastricht;0935;Maastricht;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6212;1406;Maastricht;0935;Maastricht;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6213;1406;Maastricht;0935;Maastricht;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6214;1406;Maastricht;0935;Maastricht;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6215;1406;Maastricht;0935;Maastricht;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6216;1406;Maastricht;0935;Maastricht;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6217;1406;Maastricht;0935;Maastricht;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6218;1406;Maastricht;0935;Maastricht;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6219;1406;Maastricht;0935;Maastricht;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6221;1406;Maastricht;0935;Maastricht;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6222;1406;Maastricht;0935;Maastricht;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6223;1406;Maastricht;0935;Maastricht;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6224;1406;Maastricht;0935;Maastricht;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6225;1406;Maastricht;0935;Maastricht;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6226;1406;Maastricht;0935;Maastricht;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6227;1406;Maastricht;0935;Maastricht;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6228;1406;Maastricht;0935;Maastricht;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6229;1406;Maastricht;0935;Maastricht;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
9361;2259;Boerakker;0025;Marum;Groningen;Groningen;Noord-Nederland;Groningen
9362;2259;Boerakker;0025;Marum;Groningen;Groningen;Noord-Nederland;Groningen
9367;2260;De Wilp;0025;Marum;Groningen;Groningen;Noord-Nederland;Groningen
9366;2261;Jonkersvaart;0025;Marum;Groningen;Groningen;Noord-Nederland;Groningen
9825;2262;Lucaswolde;0025;Marum;Groningen;Groningen;Noord-Nederland;Groningen
9363;2263;Marum;0025;Marum;Groningen;Groningen;Noord-Nederland;Groningen
9365;2264;Niebert;0025;Marum;Groningen;Groningen;Noord-Nederland;Groningen
9824;2265;Noordwijk;0025;Marum;Groningen;Groningen;Noord-Nederland;Groningen
9364;2266;Nuis;0025;Marum;Groningen;Groningen;Noord-Nederland;Groningen
1657;3147;Abbekerk;0420;Medemblik;Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1619;1053;Andijk;0420;Medemblik;Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1654;3148;Benningbroek;0420;Medemblik;Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1691;3566;Hauwert;0420;Medemblik;Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1692;3566;Hauwert;0420;Medemblik;Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1658;3150;Lambertschaag;0420;Medemblik;Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1671;3151;Medemblik;0420;Medemblik;Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1679;3152;Midwoud;0420;Medemblik;Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1688;3153;Nibbixwoud;0420;Medemblik;Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1678;3567;Oostwoud;0420;Medemblik;Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1674;3155;Opperdoes;0420;Medemblik;Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1655;3156;Sijbekarspel;0420;Medemblik;Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1676;3157;Twisk;0420;Medemblik;Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1693;3565;Wervershoof;0420;Medemblik;Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1687;3158;Wognum;0420;Medemblik;Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1681;1107;Zwaagdijk-Oost;0420;Medemblik;Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1682;1107;Zwaagdijk-Oost;0420;Medemblik;Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1683;1107;Zwaagdijk-Oost;0420;Medemblik;Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1684;1107;Zwaagdijk-Oost;0420;Medemblik;Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1685;3159;Zwaagdijk-West;0420;Medemblik;Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1686;3159;Zwaagdijk-West;0420;Medemblik;Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
6241;1461;Bunde;0938;Meerssen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6243;1462;Geulle;0938;Meerssen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6231;1463;Meerssen;0938;Meerssen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6235;1463;Meerssen;0938;Meerssen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6235;1464;Moorveld;0938;Meerssen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6237;1464;Moorveld;0938;Meerssen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6243;1464;Moorveld;0938;Meerssen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6231;1465;Ulestraten;0938;Meerssen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6235;1465;Ulestraten;0938;Meerssen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
5469;2826;Erp;1948;Meierijstad;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5481;2139;Schijndel;1948;Meierijstad;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5482;2139;Schijndel;1948;Meierijstad;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5491;2787;Sint-Oedenrode;1948;Meierijstad;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5492;2787;Sint-Oedenrode;1948;Meierijstad;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5461;2827;Veghel;1948;Meierijstad;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5462;2827;Veghel;1948;Meierijstad;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5463;2827;Veghel;1948;Meierijstad;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5464;2827;Veghel;1948;Meierijstad;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5465;2827;Veghel;1948;Meierijstad;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5466;2827;Veghel;1948;Meierijstad;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5467;2827;Veghel;1948;Meierijstad;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
9041;2724;Berltsum;1908;Menameradiel;Friesland;Fryslƒn;Noord-Nederland;FUMO
9044;2722;Bitgum;1908;Menameradiel;Friesland;Fryslƒn;Noord-Nederland;FUMO
9045;2723;Bitgummole;1908;Menameradiel;Friesland;Fryslƒn;Noord-Nederland;FUMO
9032;2725;Blessum;1908;Menameradiel;Friesland;Fryslƒn;Noord-Nederland;FUMO
9031;2726;Boksum;1908;Menameradiel;Friesland;Fryslƒn;Noord-Nederland;FUMO
9033;2727;Deinum;1908;Menameradiel;Friesland;Fryslƒn;Noord-Nederland;FUMO
9035;2729;Dronryp;1908;Menameradiel;Friesland;Fryslƒn;Noord-Nederland;FUMO
9038;2728;Ingelum;1908;Menameradiel;Friesland;Fryslƒn;Noord-Nederland;FUMO
9034;2730;Marsum;1908;Menameradiel;Friesland;Fryslƒn;Noord-Nederland;FUMO
9036;2731;Menaam;1908;Menameradiel;Friesland;Fryslƒn;Noord-Nederland;FUMO
8816;2732;Skingen;1908;Menameradiel;Friesland;Fryslƒn;Noord-Nederland;FUMO
9037;2733;Slappeterp;1908;Menameradiel;Friesland;Fryslƒn;Noord-Nederland;FUMO
9043;2734;Wier;1908;Menameradiel;Friesland;Fryslƒn;Noord-Nederland;FUMO
9632;2275;Borgercompagnie;1987;Menterwolde;Groningen;Groningen;Noord-Nederland;Groningen
9651;2277;Meeden;1987;Menterwolde;Groningen;Groningen;Noord-Nederland;Groningen
9649;2278;Muntendam;1987;Menterwolde;Groningen;Groningen;Noord-Nederland;Groningen
9635;2279;Noordbroek;1987;Menterwolde;Groningen;Groningen;Noord-Nederland;Groningen
9633;2276;Tripscompagnie;1987;Menterwolde;Groningen;Groningen;Noord-Nederland;Groningen
9636;2280;Zuidbroek;1987;Menterwolde;Groningen;Groningen;Noord-Nederland;Groningen
7965;1086;Broekhuizen;0119;Meppel;Drenthe;Drenthe;Noord-Nederland;Drenthe
7966;1085;De Schiphorst;0119;Meppel;Drenthe;Drenthe;Noord-Nederland;Drenthe
7941;1082;Meppel;0119;Meppel;Drenthe;Drenthe;Noord-Nederland;Drenthe
7942;1082;Meppel;0119;Meppel;Drenthe;Drenthe;Noord-Nederland;Drenthe
7943;1082;Meppel;0119;Meppel;Drenthe;Drenthe;Noord-Nederland;Drenthe
7944;1082;Meppel;0119;Meppel;Drenthe;Drenthe;Noord-Nederland;Drenthe
7948;1082;Meppel;0119;Meppel;Drenthe;Drenthe;Noord-Nederland;Drenthe
7948;1083;Nijeveen;0119;Meppel;Drenthe;Drenthe;Noord-Nederland;Drenthe
7949;1084;Rogat;0119;Meppel;Drenthe;Drenthe;Noord-Nederland;Drenthe
4341;1008;Arnemuiden;0687;Middelburg;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4331;1007;Middelburg;0687;Middelburg;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4332;1007;Middelburg;0687;Middelburg;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4333;1007;Middelburg;0687;Middelburg;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4334;1007;Middelburg;0687;Middelburg;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4335;1007;Middelburg;0687;Middelburg;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4336;1007;Middelburg;0687;Middelburg;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4337;1007;Middelburg;0687;Middelburg;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4338;1007;Middelburg;0687;Middelburg;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4339;1009;Nieuw- en Sint Joosland;0687;Middelburg;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
2635;2807;Den Hoorn;1842;Midden-Delfland;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
3155;2806;Maasland;1842;Midden-Delfland;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2636;2805;Schipluiden;1842;Midden-Delfland;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
9437;3005;Balinge;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
9411;3006;Beilen;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
9412;3006;Beilen;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
9413;3006;Beilen;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
9421;3007;Bovensmilde;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
9435;3008;Bruntinge;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
9419;3009;Drijber;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
9442;3010;Elp;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
9434;3011;Eursinge;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
9438;3012;Garminge;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
9415;3013;Hijken;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
9423;3014;Hoogersmilde;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
9414;3015;Hooghalen;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
9436;3016;Mantinge;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
7938;3018;Nieuw-Balinge;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
7910;3017;Nieuweroord;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
9416;3019;Oranje;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
9441;3020;Orvelte;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
9422;3021;Smilde;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
9417;3022;Spier;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
7928;3023;Stuifzand;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
7937;3024;Tiendeveen;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
9431;3025;Westerbork;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
9418;3026;Wijster;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
9439;3027;Witteveen;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
9432;3028;Zuidveld;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
9433;3029;Zwiggelte;1731;Midden-Drenthe;Drenthe;Drenthe;Noord-Nederland;Drenthe
5453;1978;Langenboom;0815;Mill en Sint Hubert;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5451;1976;Mill;0815;Mill en Sint Hubert;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5454;1977;Sint Hubert;0815;Mill en Sint Hubert;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5455;1979;Wilbertoord;0815;Mill en Sint Hubert;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
4793;1321;Fijnaart;1709;Moerdijk;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4671;1318;Heijningen;1709;Moerdijk;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4794;1318;Heijningen;1709;Moerdijk;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4791;1319;Klundert;1709;Moerdijk;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4771;1326;Langeweg;1709;Moerdijk;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4772;1326;Langeweg;1709;Moerdijk;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4781;1322;Moerdijk;1709;Moerdijk;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4782;1322;Moerdijk;1709;Moerdijk;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4759;1325;Noordhoek;1709;Moerdijk;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4796;1320;Oudemolen;1709;Moerdijk;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4758;1324;Standdaarbuiten;1709;Moerdijk;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4797;1317;Willemstad;1709;Moerdijk;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4761;1323;Zevenbergen;1709;Moerdijk;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4762;1323;Zevenbergen;1709;Moerdijk;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4765;1327;Zevenbergschen Hoek;1709;Moerdijk;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
2971;1980;Bleskensgraaf ca;1927;Molenwaard;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Zuid-Holland Zuid
2974;1981;Brandwijk;1927;Molenwaard;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Zuid-Holland Zuid
2977;3627;Goudriaan;1927;Molenwaard;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Zuid-Holland Zuid
2964;1806;Groot-Ammers;1927;Molenwaard;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Zuid-Holland Zuid
2961;2794;Kinderdijk;1927;Molenwaard;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Zuid-Holland Zuid
2967;1808;Langerak;1927;Molenwaard;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Zuid-Holland Zuid
2973;1983;Molenaarsgraaf;1927;Molenwaard;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Zuid-Holland Zuid
2957;2795;Nieuw-Lekkerland;1927;Molenwaard;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Zuid-Holland Zuid
2965;1807;Nieuwpoort;1927;Molenwaard;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Zuid-Holland Zuid
2975;3628;Ottoland;1927;Molenwaard;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Zuid-Holland Zuid
2969;1985;Oud-Alblas;1927;Molenwaard;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Zuid-Holland Zuid
2959;1805;Streefkerk;1927;Molenwaard;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Zuid-Holland Zuid
2968;1809;Waal;1927;Molenwaard;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Zuid-Holland Zuid
3366;1986;Wijngaarden;1927;Molenwaard;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Zuid-Holland Zuid
7045;2202;Azewijn;1955;Montferland;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Achterhoek
7037;2203;Beek;1955;Montferland;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Achterhoek
7047;2204;Braamt;1955;Montferland;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Achterhoek
6941;2205;Didam;1955;Montferland;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Achterhoek
6942;2205;Didam;1955;Montferland;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Achterhoek
7035;2207;Kilder;1955;Montferland;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Achterhoek
7044;2208;Lengel;1955;Montferland;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Achterhoek
7036;2209;Loerbeek;1955;Montferland;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Achterhoek
7041;2206;'s-Heerenberg;1955;Montferland;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Achterhoek
7039;2210;Stokkum;1955;Montferland;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Achterhoek
7046;2211;Vethuizen;1955;Montferland;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Achterhoek
7048;2212;Wijnbergen;1955;Montferland;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Achterhoek
7038;2213;Zeddam;1955;Montferland;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Achterhoek
3461;1963;Linschoten;0335;Montfoort;Utrecht;Utrecht;Midden-Nederland;Regio Utrecht
3417;1964;Montfoort;0335;Montfoort;Utrecht;Utrecht;Midden-Nederland;Regio Utrecht
6587;2801;Middelaar;0944;Mook en Middelaar;Limburg;Limburg-Noord;Limburg;Limburg-Noord
6584;2802;Molenhoek;0944;Mook en Middelaar;Limburg;Limburg-Noord;Limburg;Limburg-Noord
6585;2803;Mook;0944;Mook en Middelaar;Limburg;Limburg-Noord;Limburg;Limburg-Noord
6586;2804;Plasmolen;0944;Mook en Middelaar;Limburg;Limburg-Noord;Limburg;Limburg-Noord
6669;1094;Dodewaard;1740;Neder-Betuwe;Gelderland;Gelderland-Zuid;Oost-Nederland;Rivierenland
4054;3524;Echteld;1740;Neder-Betuwe;Gelderland;Gelderland-Zuid;Oost-Nederland;Rivierenland
4053;1099;IJzendoorn;1740;Neder-Betuwe;Gelderland;Gelderland-Zuid;Oost-Nederland;Rivierenland
4041;1096;Kesteren;1740;Neder-Betuwe;Gelderland;Gelderland-Zuid;Oost-Nederland;Rivierenland
4051;1097;Ochten;1740;Neder-Betuwe;Gelderland;Gelderland-Zuid;Oost-Nederland;Rivierenland
4043;1098;Opheusden;1740;Neder-Betuwe;Gelderland;Gelderland-Zuid;Oost-Nederland;Rivierenland
6091;2040;Leveroy;0946;Nederweert;Limburg;Limburg-Noord;Limburg;Limburg-Noord
